AirlineID,ProductCode,ProductDescription,CommodityCode,CommodityDescription,SpecialHandlingCodes
176,GCR,General Airfreight,4330,WIRE PROCESSORS
176,GCR,General Airfreight,4336,"RECORDING MACHINES  USING TAPE, WIRE, DISC "
176,GCR,General Airfreight,4350,"INTEGRATED CIRCUITS,RELAYS,CONDENSOR,CAPACITORS,TRANSISTORS,"
176,GCR,General Airfreight,4375,PARI-MUTUAL TOTALIZATORS  INCL TICKET ROLLS 
176,GCR,General Airfreight,4382,TYPEWRITER RIBBONS
176,GCR,General Airfreight,4397,"ELECTRIC APPLIANCES, GAS APPLIANCES"
176,GCR,General Airfreight,4400,ELECTRIC EQUIPMENT  EXCLUDING MACHINERY 
176,GCR,General Airfreight,4401,ELECTRIC EQUIPMENT
176,GCR,General Airfreight,4402,ELECTRIC EQPT./APPL. EXCL. BUSINESS/OFFICE MACHINERY
176,GCR,General Airfreight,4403,"ELEC CONTROL PANELS FOR RADAR STATION,POWERPLANT,HEATG/COOLG"
176,GCR,General Airfreight,4404,ELECTRICAL APPLIANCES
176,GCR,General Airfreight,4405,BATTERIES
176,GCR,General Airfreight,4407,PHONOGRAPH PICK-UPS
176,GCR,General Airfreight,4408,CABLES FOR ELECTRCITY POWER PLANTS/TELEGRAPH/TEL INSTALLNS 
176,GCR,General Airfreight,4409,ELECTRODES
176,GCR,General Airfreight,4410,"COMMUNICATION DEVICES, SIGNAL DEVICES"
176,GCR,General Airfreight,4411,"RADIOS,TELEVISIONS,RECORD PLAYERS,TAPE RECORDERS"
176,GCR,General Airfreight,4412,"ELEC EQPT, ELEC APPLIANCES EXCL COMPUTERS,OFFICE MACHINERY"
176,GCR,General Airfreight,4413,"RAIODS,TVS,RCRD PLAYRS,TAPE RCRDERS,LOUDSPKRS,AMPLIFIERS"
176,GCR,General Airfreight,4414,"LOUD SPKRS,TAPE RECORDRS,RCRD PLAYERS,RADIOS,AMPLIFIERS"
176,GCR,General Airfreight,4415,"RAIODS, TAPE RECORDS, RECORD PLAYERS, AERIALS"
176,GCR,General Airfreight,4416,"ELECTRICAL AND ELECTRONIC APPLIANCES-AUTO.RADIOS,DICTATION MAC"
176,GCR,General Airfreight,4417,"RADIOS,TV,RADIO-TV SETS,RADIO-PHONOGRAPH SETS,ELEC HSHLD APP "
176,GCR,General Airfreight,4418,TAPE RECORDERS
176,GCR,General Airfreight,4419,TEL/RADIO-TEL EQPT - INCL TESTING EQPT
176,GCR,General Airfreight,4420,"RADIOS, TV, RADIO-TV SETS, PHONOGRAPH SETS"
176,GCR,General Airfreight,4421,"RECORD PLAYERS, TAPE RECORDERS"
176,GCR,General Airfreight,4422,PARTS/COMPONNTS FOR THR MFR OF TELECOMMUNICATION EQPT
176,GCR,General Airfreight,4423,CONDENSERS
176,GCR,General Airfreight,4425,LOUDSPEAKERS
176,GCR,General Airfreight,4426,"AUTOMBL RADIOS,DICTATN MACHNS,HEARING AIDS,RECORDS,RCRDG TAP"
176,GCR,General Airfreight,4427,"ELEC TUBES,TRANSISTORS,SOLID STATE SEMI-CONDUCTOR DEVICES,RA"
176,GCR,General Airfreight,4428,RELAYS
176,GCR,General Airfreight,4429,"AMPLIFIERS,SPEAKERS,RHYTHM BOXES,RADIOS"
176,GCR,General Airfreight,4430,"ELECTRIC CONDENSERS,RESISTORS,RHEOSTATS"
