unid,var,nameADR,qdtADR,ccodeADR,classADR,labelADR,pgADR,lqADR,sprovADR,eqADR,piADR,mixpADR,ppADR,tiADR,adrtADR,tpADR,adrtpADR,tankvADR,tcatADR,pprovADR,bprovADR,lprovADR,oprovADR,hinADR
2671,,AMINOPYRIDINES,"(o-, m-, p-)",T2,6.1,6.1,II,500 g,,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2672,,AMMONIA SOLUTION,"relative density between 0.880 and 0.957 at 15°C in water, with more than 10% but not more than 35% ammonia",C5,8,8,III,5 L,543,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1,,AT,3 (E),V12,,,,80
2673,,2-AMINO-4-CHLOROPHENOL,,T2,6.1,6.1,II,500 g,,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2674,,SODIUM FLUOROSILICATE,,T5,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2676,,STIBINE,,2TF,2,2.3+2.1,,0,,E0,P200,MP9,,,,,,,1 (D),,,CV9 CV10 CV36,S2 S14,
2677,a,RUBIDIUM HYDROXIDE SOLUTION,,C5,8,8,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2677,b,RUBIDIUM HYDROXIDE SOLUTION,,C5,8,8,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2678,,RUBIDIUM HYDROXIDE,,C6,8,8,II,1 kg,,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
2679,a,LITHIUM HYDROXIDE SOLUTION,,C5,8,8,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2679,b,LITHIUM HYDROXIDE SOLUTION,,C5,8,8,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP2,,AT,3 (E),V12,,,,80
2680,,LITHIUM HYDROXIDE,,C6,8,8,II,1 kg,,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
2681,a,CAESIUM HYDROXIDE SOLUTION,,C5,8,8,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2681,b,CAESIUM HYDROXIDE SOLUTION,,C5,8,8,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2682,,CAESIUM HYDROXIDE,,C6,8,8,II,1 kg,,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
2683,a,AMMONIUM SULPHIDE SOLUTION,,CFT,8,8+3+6.1,II,1 L,,E2,P001 IBC01,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,CV13 CV28,S2,836
2683,b,AMMONIUM SULPHIDE SOLUTION,,CFT,8,8+3+6.1,II,1 L,,E2,P001 IBC01,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,CV13 CV28,S2,86
2684,,3-DIETHYLAMINOPROPYLAMINE,,FC,3,3+8,III,5 L,,E1,P001 IBC03 R001,MP19,,T4,L4BN,TP1,,FL,3 (D/E),V12,,,S2,38
2685,,"N,N-DIETHYLETHYLENEDIAMINE",,CF1,8,8+3,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2686,,2-DIETHYLAMINOETHANOL,,CF1,8,8+3,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2687,,DICYCLOHEXYLAMMONIUM NITRITE,,F3,4.1,4.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP11,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2688,,1-BROMO-3-CHLOROPROPANE,,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2689,,GLYCEROL alpha-MONOCHLOROHYDRIN,,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2690,,"N,n-BUTYLIMIDAZOLE",,T1,6.1,6.1,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2691,,PHOSPHORUS PENTABROMIDE,,C2,8,8,II,1 kg,,E0,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
2692,,BORON TRIBROMIDE,,C1,8,8,I,0,,E0,P602,MP8 MP17,,T20,L10BH,TP2,,AT,1 (E),,,,S20,X88
2693,,"BISULPHITES, AQUEOUS SOLUTION, N.O.S.",,C1,8,8,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,TU42,AT,3 (E),V12,,,,80
2698,,TETRAHYDROPHTHALIC ANHYDRIDES,with more than 0.05% of maleic anhydride,C4,8,8,III,5 kg,169,E1,P002 IBC08 LP02 R001,MP10,PP14 B3,T1,SGAV L4BN,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
2699,,TRIFLUOROACETIC ACID,,C3,8,8,I,0,,E0,P001,MP8 MP17,,T10,L10BH,TP2,,AT,1 (E),,,,S20,88
2705,,1-PENTOL,,C9,8,8,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2707,a,DIMETHYLDIOXANES,,F1,3,3,II,1 L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
2707,b,DIMETHYLDIOXANES,,F1,3,3,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2709,,BUTYLBENZENES,,F1,3,3,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2710,,DIPROPYL KETONE,,F1,3,3,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2713,,ACRIDINE,,T2,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2714,,ZINC RESINATE,,F3,4.1,4.1,III,5 kg,,E1,P002 IBC06 R001,MP11,,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2715,,ALUMINIUM RESINATE,,F3,4.1,4.1,III,5 kg,,E1,P002 IBC06 R001,MP11,,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2716,,"1,4-BUTYNEDIOL",,T2,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2717,,CAMPHOR,synthetic,F1,4.1,4.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2719,,BARIUM BROMATE,,OT2,5.1,5.1+6.1,II,1 kg,,E2,P002 IBC08,MP2,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24 CV28,,56
2720,,CHROMIUM NITRATE,,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2721,,COPPER CHLORATE,,O2,5.1,5.1,II,1 kg,,E2,P002 IBC08,MP2,B4,T3,SGAV,TP33,TU3,AT,2 (E),V11,VC1 VC2 AP6 AP7,CV24,,50
2722,,LITHIUM NITRATE,,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2723,,MAGNESIUM CHLORATE,,O2,5.1,5.1,II,1 kg,,E2,P002 IBC08,MP2,B4,T3,SGAV,TP33,TU3,AT,2 (E),V11,VC1 VC2 AP6 AP7,CV24,,50
2724,,MANGANESE NITRATE,,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2725,,NICKEL NITRATE,,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2726,,NICKEL NITRITE,,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2727,,THALLIUM NITRATE,,TO2,6.1,6.1+5.1,II,500 g,,E4,P002 IBC06,MP10,,T3,SGAH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,65
2728,,ZIRCONIUM NITRATE,,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2729,,HEXACHLOROBENZENE,,T2,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2730,,"NITROANISOLES, LIQUID",,T1,6.1,6.1,III,5 L,279,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2732,,"NITROBROMOBENZENES, LIQUID",,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2733,a,"AMINES, FLAMMABLE, CORROSIVE, N.O.S.",,FC,3,3+8,I,0,274 544,E0,P001,MP7 MP17,,T14,L10CH,TP1 TP27,TU14 TE21,FL,1 (C/E),,,,S2 S20,338
2733,b,"POLYAMINES, FLAMMABLE, CORROSIVE, N.O.S.",,FC,3,3+8,I,0,274 544,E0,P001,MP7 MP17,,T14,L10CH,TP1 TP27,TU14 TE21,FL,1 (C/E),,,,S2 S20,338
2733,c,"AMINES, FLAMMABLE, CORROSIVE, N.O.S.",,FC,3,3+8,II,1 L,274 544,E2,P001 IBC02,MP19,,T11,L4BH,TP1 TP27,,FL,2 (D/E),,,,S2 S20,338
2733,d,"POLYAMINES, FLAMMABLE, CORROSIVE, N.O.S.",,FC,3,3+8,II,1 L,274 544,E2,P001 IBC02,MP19,,T11,L4BH,TP1 TP27,,FL,2 (D/E),,,,S2 S20,338
2733,e,"AMINES, FLAMMABLE, CORROSIVE, N.O.S.",,FC,3,3+8,III,5 L,274 544,E1,P001 IBC03 R001,MP19,,T7,L4BN,TP1 TP28,,FL,3 (D/E),V12,,,S2,38
2733,f,"POLYAMINES, FLAMMABLE, CORROSIVE, N.O.S.",,FC,3,3+8,III,5 L,274 544,E1,P001 IBC03 R001,MP19,,T7,L4BN,TP1 TP28,,FL,3 (D/E),V12,,,S2,38
2734,a,"AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.",,CF1,8,8+3,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,FL,1 (D/E),,,,S2 S14,883
2734,b,"POLYAMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.",,CF1,8,8+3,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,FL,1 (D/E),,,,S2 S14,883
2734,c,"AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.",,CF1,8,8+3,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,,FL,2 (D/E),,,,S2,83
2734,d,"POLYAMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.",,CF1,8,8+3,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,,FL,2 (D/E),,,,S2,83
2735,a,"AMINES, LIQUID, CORROSIVE, N.O.S.",,C7,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
2735,b,"POLYAMINES, LIQUID, CORROSIVE, N.O.S.",,C7,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
2735,c,"AMINES, LIQUID, CORROSIVE, N.O.S.",,C7,8,8,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP1 TP27,,AT,2 (E),,,,,80
2735,d,"POLYAMINES, LIQUID, CORROSIVE, N.O.S.",,C7,8,8,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP1 TP27,,AT,2 (E),,,,,80
2735,e,"AMINES, LIQUID, CORROSIVE, N.O.S.",,C7,8,8,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,,AT,3 (E),V12,,,,80
2735,f,"POLYAMINES, LIQUID, CORROSIVE, N.O.S.",,C7,8,8,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,,AT,3 (E),V12,,,,80
2738,,N-BUTYLANILINE,,T1,6.1,6.1,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2739,,BUTYRIC ANHYDRIDE,,C3,8,8,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2740,,n-PROPYL CHLOROFORMATE,,TFC,6.1,6.1+3+8,I,0,,E0,P602,MP8 MP17,,T20,L10CH,TP2,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2 S9 S14,668
2741,,BARIUM HYPOCHLORITE,with more than 22% available chlorine,OT2,5.1,5.1+6.1,II,1 kg,,E2,P002 IBC08,MP2,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24 CV28,,56
2742,,"CHLOROFORMATES, TOXIC, CORROSIVE, FLAMMABLE, N.O.S.",,TFC,6.1,6.1+3+8,II,100 mL,274 561,E4,P001 IBC01,MP15,,,L4BH,,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,638
2743,,n-BUTYL CHLOROFORMATE,,TFC,6.1,6.1+3+8,II,100 mL,,E0,P001,MP15,,T20,L4BH,TP2,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,638
2744,,CYCLOBUTYL CHLOROFORMATE,,TFC,6.1,6.1+3+8,II,100 mL,,E4,P001 IBC01,MP15,,T7,L4BH,TP2,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,638
2745,,CHLOROMETHYL CHLOROFORMATE,,TC1,6.1,6.1+8,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,68
2746,,PHENYL CHLOROFORMATE,,TC1,6.1,6.1+8,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,68
2747,,tert-BUTYLCYCLOHEXYL CHLOROFORMATE,,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2748,,2-ETHYLHEXYL CHLOROFORMATE,,TC1,6.1,6.1+8,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,68
2749,,TETRAMETHYLSILANE,,F1,3,3,I,0,,E0,P001,MP7 MP17,,T14,L4BN,TP2,,FL,1 (D/E),,,,S2 S20,33
2750,,"1,3-DICHLOROPROPANOL-2",,T1,6.1,6.1,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2751,,DIETHYLTHIOPHOSPHORYL CHLORIDE,,C3,8,8,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2752,,"1,2-EPOXY-3-ETHOXYPROPANE",,F1,3,3,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2753,,"N-ETHYLBENZYLTOLUIDINES, LIQUID",,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2754,,N-ETHYLTOLUIDINES,,T1,6.1,6.1,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2757,a,"CARBAMATE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2757,b,"CARBAMATE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2757,c,"CARBAMATE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2758,a,"CARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2758,b,"CARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2759,a,"ARSENICAL PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2759,b,"ARSENICAL PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2759,c,"ARSENICAL PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2760,a,"ARSENICAL PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2760,b,"ARSENICAL PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2761,a,"ORGANOCHLORINE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2761,b,"ORGANOCHLORINE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2761,c,"ORGANOCHLORINE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2762,a,"ORGANOCHLORINE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2762,b,"ORGANOCHLORINE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2763,a,"TRIAZINE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2763,b,"TRIAZINE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2763,c,"TRIAZINE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2764,a,"TRIAZINE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2764,b,"TRIAZINE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2771,a,"THIOCARBAMATE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2771,b,"THIOCARBAMATE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2771,c,"THIOCARBAMATE PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2772,a,"THIOCARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2772,b,"THIOCARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2775,a,"COPPER BASED PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2775,b,"COPPER BASED PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2775,c,"COPPER BASED PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2776,a,"COPPER BASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2776,b,"COPPER BASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2777,a,"MERCURY BASED PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2777,b,"MERCURY BASED PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2777,c,"MERCURY BASED PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2778,a,"MERCURY BASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2778,b,"MERCURY BASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2779,a,"SUBSTITUTED NITROPHENOL PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2779,b,"SUBSTITUTED NITROPHENOL PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
