unid,var,nameJTT_EN,qdtJTT_EN,nameJTT_ZH,qdtJTT_ZH,ccodeJTT,classJTT,labelJTT,pgJTT,lqJTT,sprovJTT,eqJTT,piJTT,mixpJTT,ppJTT,tiJTT,adrtJTT,tpJTT,adrtpJTT,tankvJTT,tcatJTT,pprovJTT,bprovJTT,lprovJTT,oprovJTT,hintJTT
2590,,"ASBESTOS, CHRYSOTILE",,"白石棉(温石棉,阳起石,直闪石,透闪石)",,M1,9,9,III,5kg,168 542,E1,P002 IBC08 R001,MP10,PP37 B4,T1,SGAH,TP33,TU15,AT,3 (E),V11,,CV13 CV28,,90
2591,,"XENON, REFRIGERAT ED LIQUID",,"氙,冷冻液体",,3A,2,2.2,,120mL,593,E1,P203,MP9,,T75,RxBN,TP5,TU19 TA4 TT9,AT,3 (C/E),V5,,CV9 CV11 CV36,S20,22
2599,a,CHLOROTRIFLUOROMETHANE AND TRIFLUOROMETHANE AZEOTROPIC MIXTURE,with approximately 60% chlorotri-fluoromethane,氯三氟甲烷和三氟甲烷共沸混合物,含氯三氟甲烷约60%(制冷气体R503),2A,2,2.2,,120mL,662,E1,P200,MP9,,(M),PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
2599,b,REFRIGERANT GAS R503,,制冷气体R503,,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M),PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
2601,,CYCLOBUTANE,,环丁烷,,2F,2,2.1,,0,662,E0,P200,MP9,,(M),PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
2602,,"DICHLORODIF-LUOROMETHA-NE AND 1, 1-DIFLUOROE-THANE AZEO-TROPIC MIXT-URE",with approximately 74% dichloro difluoro methane (REFRIGERANT GAS R500),二氯二氟甲烷和二氟乙烷共沸混合物,含二氯二氟甲烷约74%(制冷气体R500),2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
2603,,CYCLOHEPTAT-RIENE,,环庚三烯,,FT1,3,3+6.1,II,1L,,E2,P001 IBC02,MP19,,T7,L4BH,TP1,TU15,FL,2 (D/E),,,CV13 CV28,S2 S19,336
2604,,BORON TRIFLUORIDE DIETHYL ETHERATE,,三氟化硼合二乙醚,,CF1,8,8+3,I,0,,E0,P001,MP8 MP17,,T10,L10BH,TP2,,FL,1 (D/E),,,,S2 S14,883
2605,,METHOXYM ETHYL ISOCYANATE,,异氰酸甲氧基甲酯,,TF1,6.1,6.1+3,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2 TP37,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2 S9 S14,663
2606,,METHYL ORTHOSILI-CATE,,原硅酸甲酯,,TF1,6.1,6.1+3,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2 TP37,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2 S9 S14,663
2607,,"ACROLEIN DIMER, STABILIZED",,"丙烯醛二聚物,稳定的",,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,39
2608,,NITROPROP-ANES,,硝基丙烷类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2609,,TRIALLYL BORATE,,硼酸三烯丙酯,,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,,L4BH,,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2610,,TRIALLYL-AMINE,,三烯丙基胺,,FC,3,3+8,III,5L,,E1,P001 IBC03 R001,MP19,,T4,L4BN,TP1,,FL,3 (D/E),V12,,,S2,38
2611,,PROPYLENE CHLOROHY-DRIN,,丙氯醇,,TF1,6.1,6.1+3,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
2612,,METHYL PROPYL ETHER,,甲基丙基醚,,F1,3,3,II,1L,,E2,P001 IBC02,MP19,B8,T7,L1. 5 BN,TP2,,FL,2 (D/E),,,,S2 S20,33
2614,,METHALLYL ALCOHOL,,甲代烯丙基醇,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2615,,ETHYL PROPYL ETHER,,乙基丙基醚类,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
2616,a,TRIISOPROPYL BORATE,,硼酸三异丙酯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
2616,b,TRIISOPROPYL BORATE,,硼酸三异丙酯,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2617,,METHYLCYCLOHEXANOLS,flammable,"甲基环己醇类,易燃的",,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2618,,"VINYLTOLUENES,STABILIZED",,"乙烯基甲苯类,稳定的",,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,39
2619,,BENZYLDIMETHYLAMINE,,苄基二甲胺,,CF1,8,8+3,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2620,,AMYL BUTYRATES,,苄基二甲胺,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2621,,ACETYL METHYL CARBINOL,,乙酰甲基甲醇,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2622,,GLYCIDALDEHYDE,,缩水甘油醛,,FT1,3,3+6.1,II,1L,,E2,P001 IBC02,MP19,B8,T7,L4BH,TP1,TU15,FL,2 (D/E),,,CV13 CV28,S2 S19,336
2623,,"FIRELIGHTERS, SOLID",with flammable liquid,"点火剂,固体的",含有易燃液体的,F1,4.1,4.1,III,5kg,,E1,P002 LP02 R001,MP11,PP15,,,,,,4 (E),,,,,
2624,,MAGNESIUM SILICIDE,,硅化镁,,W2,4.3,4.3,II,500g,,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
2626,,"CHLORIC ACID, AQUEOUS SOLUTION",with not more than 10% chloric acid,氯酸水溶液,含氯酸不超过10%,O1,5.1,5.1,II,1L,613,E0,P504 IBC02,MP2,,T4,L4BN,TP1,TU3,AT,2 (E),,,CV24,,50
2627,,"NITRITES, INORGANIC, N.O.S.",,"亚硝酸盐类,无机的,未另作规定的",,O2,5.1,5.1,II,1kg,103 274,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24,,50
2628,,POTASSIUM FLUOROACETATE,,氟乙酸钾,,T2,6.1,6.1,I,0,,E5,P002 IBC07,MP18,,T6,S10AH,TP33,TU15 TE19,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2629,,SODIUMFLUORO-ACETATE,,氟乙酸钠,,T2,6.1,6.1,I,0,,E5,P002 IBC07,MP18,,T6,S10AH,TP33,TU15 TE19,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2630,a,SELENATES,,硒酸盐类,,T5,6.1,6.1,I,0,274,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2630,b,SELENITES,,亚硒酸盐类,,T5,6.1,6.1,I,0,274,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2642,,FLUOROACETIC ACID,,氟乙酸,,T2,6.1,6.1,I,0,,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2643,,METHYL BROMOACETATE,,溴乙酸甲酯,,T1,6.1,6.1,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2644,,METHYL IODIDE,,甲基碘,,T1,6.1,6.1,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2 TP37,TU14 TU15 TE19 TE21,AT,1 (C/D),,,CV1 CV13 CV28,S9 S14,66
2645,,PHENACYL BROMIDE,,苯甲酰甲基溴,,T2,6.1,6.1,II,500g,,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2646,,HEXACHLOROCYCLOPENTADIENE,,六氯环戊二烯,,T1,6.1,6.1,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2 TP35,TU14 TU15 TE19 TE21,AT,1 (C/D),,,CV1 CV13 CV28,S9 S14,66
2647,,MALONONITRILE,,丙二腈,,T2,6.1,6.1,II,500g,,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2648,,"1,2-DIBROMOBUTAN-3-ONE",,"1,2-二溴-3-丁酮",,T1,6.1,6.1,II,100mL,,E4,P001 IBC02,MP15,,,L4BH,,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2649,,"1,3-DICHLOROACETONE",,"1,3-二氯丙酮",,T2,6.1,6.1,II,500g,,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2650,,"1,1-DICHLORO-1-NITROETHANE",,"1,1-二氯-1-硝基乙烷",,T1,6.1,6.1,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2651,,"4,4′-DIAMINODIPHE-NYLMETHANE",,"4,4′-二氨基二苯基甲烷",,T2,6.1,6.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2653,,BENZYLIODIDE,,苄基碘,,T1,6.1,6.1,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2655,,POTASSIUM FLUOROSILICATE,,氟硅酸钾,,T5,6.1,6.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2656,,QUINOLINE,,喹啉,,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2657,,SELENIUM DISULPHIDE,,二硫化硒,,T5,6.1,6.1,II,500g,,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2659,,SODIUM CHLOROACETATE,,氯乙酸钠,,T2,6.1,6.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2660,,NITROTOLUIDINES (MONO),,硝基甲苯胺类(MONO),,T2,6.1,6.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2661,,HEXACHLORO ACETONE,,六氯丙酮,,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2664,,DIBROMOMETHANE,,二溴甲烷,,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2667,,BUTYLTOLUENES,,丁基甲苯类,,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2668,,CHLOROACETONITRILE,,氯乙腈,,TF1,6.1,6.1+3,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2 TP37,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2 S9 S14,663
2669,a,CHLOROCRESOLS SOLUTION,,氯甲酚类溶液,,T1,6.1,6.1,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2669,b,CHLOROCRESOLS SOLUTION,,氯甲酚类溶液,,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2670,,CYANURIC CHLORIDE,,氰尿酰氯,,C4,8,8,II,1kg,,E2,P002 IBC08,MP10,B4,T3,SGAN L4BN,TP33,,AT,2 (E),V11,,,,80
2671,,"AMINOPYRIDINES (o-,m-,p-)",,"氨基吡啶类 (邻-,间-,对-)",,T2,6.1,6.1,II,500g,,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2672,,AMMONIA SOLUTION,"relative density between 0. 880 and 0. 957 at 15°C in water, with more than 10% but not more than 35% ammonia",氨溶液,"水溶液在15°C时的相对密度为0.880至0.957,按质量含氨超过10%,但不超过35%",C5,8,8,III,5L,543,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1,,AT,3 (E),V12,,,,80
2673,,2-AMINO-4-CHLOROPHENOL,,2-氨基-4-氯苯酚,,T2,6.1,6.1,II,500g,,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2674,,SODIUM FLUOROSILICATE,,氟硅酸钠,,T5,6.1,6.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2676,,STIBINE,,锑化(三)氢,,2TF,2,2.3+2.1,,0,,E0,P200,MP9,,,,,,,1 (D),,,CV9 CV10 CV36,S2 S14,
2677,a,RUBIDIUM HYDROXIDE SOLUTION,,氢氧化铷溶液,,C5,8,8,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2677,b,RUBIDIUM HYDROXIDE SOLUTION,,氢氧化铷溶液,,C5,8,8,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2678,,RUBIDIUM HYDROXIDE,,氢氧化铷,,C6,8,8,II,1kg,,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
2679,a,LITHIUM HYDROXIDE SOLUTION,,氢氧化锂溶液,,C5,8,8,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2679,b,LITHIUM HYDROXIDE SOLUTION,,氢氧化锂溶液,,C5,8,8,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP2,,AT,3 (E),V12,,,,80
2680,,LITHIUM HYDROXIDE,,氢氧化锂,,C6,8,8,II,1kg,,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
2681,a,CAESIUM HYDROXIDE SOLUTION,,氢氧化铯溶液,,C5,8,8,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2681,b,CAESIUMHYDROXIDE SOLUTION,,氢氧化铯溶液,,C5,8,8,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2682,,CAESIUMHYDROXIDE,,氢氧化铯,,C6,8,8,II,1kg,,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
2683,,AMMONIUMSULPHIDE SOLUTION,,硫化铵溶液,,CFT,8,8+3+6.1,II,1L,,E2,P001 IBC01,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,CV13 CV28,S2,86
2684,,3-DIETHYLAMINO-PROPYLAMINE,,3-二乙氨基丙胺,,FC,3,3+8,III,5L,,E1,P001 IBC03 R001,MP19,,T4,L4BN,TP1,,FL,3 (D/E),V12,,,S2,38
2685,,"N,N-DIETHYLETHYLENE-DIAMINE",,"N,N-二乙基乙撑二胺",,CF1,8,8+3,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2686,,2-DIETHYLAMINOETHANOL,,2-二乙氨基乙醇,,CF1,8,8+3,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2687,,DICYCLOHEXYLAMMONIUMNITRITE,,亚硝酸二环己铵,,F3,4.1,4.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP11,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2688,,1-BROMO-3-CHLOROPROPANE,,1-溴-3-氯丙烷,,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2689,,GLYCEROL alpha-MONOCHLORO⁃HYDRIN,,"a-氯代丙三醇 (3-氯-1,2-丙三醇)",,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2690,,"N,n-BUTYLIMIDAZOLE",,N-正丁基咪唑,,T1,6.1,6.1,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2691,,PHOSPHORUS PENTABROMIDE,,五溴化磷,,C2,8,8,II,1kg,,E0,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
2692,,BORON TRIBROMIDE,,三溴化硼,,C1,8,8,I,0,,E0,P602,MP8 MP17,,T20,L10BH,TP2,,AT,1 (E),,,,S20,X88
2693,,"BISULPHITES, AQUEOUS SOLUTION,N.O.S.",,"亚硫酸氢盐类,水溶液","(酸式亚硫酸盐类,水溶液),未另作规定的",C1,8,8,III,5L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,,AT,3 (E),V12,,,,80
2698,,TETRAHYDROPHTHALIC ANHYDRIDES,with more than 0. 05% of maleic anhydride,四氢化邻苯二甲酸酐,含马来酐大于0.05%,C4,8,8,III,5kg,169,E1,P002 IBC08 LP02 R001,MP10,PP14 B3,T1,SGAV L4BN,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
2699,,TRIFLUORO ACETIC ACID,,三氟乙酸,,C3,8,8,I,0,,E0,P001,MP8 MP17,,T10,L10BH,TP2,,AT,1 (E),,,,S20,88
2705,,1-PENTOL,,1-戊醇,,C9,8,8,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2707,a,DIMETHYLDIOXANES,,二甲基二恶烷类,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
2707,b,DIMETHYLDIOXANES,,二甲基二恶烷类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2709,,BUTYLBENZENES,,丁基苯类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2710,,DIPROPYL KETONE,,二丙基(甲)酮,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2713,,ACRIDINE,,吖啶,,T2,6.1,6.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2714,,ZINC RESINATE,,树脂酸锌,,F3,4.1,4.1,III,5kg,,E1,P002 IBC06 R001,MP11,,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2715,,ALUMINIUM RESINATE,,树脂酸铝,,F3,4.1,4.1,III,5kg,,E1,P002 IBC06 R001,MP11,,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2716,,"1,4-BUTYNEDIOL",,"1,4-丁炔二醇",,T2,6.1,6.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2717,,CAMPHOR,synthetic,樟脑,合成的,F1,4.1,4.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2719,,BARIUMBROMATE,,溴酸钡,,OT2,5.1,5.1+6.1,II,1kg,,E2,P002 IBC08,MP2,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24 CV28,,56
2720,,CHROMIUM NITRATE,,硝酸铬,,O2,5.1,5.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2721,,COPPER CHLORATE,,氯酸铜,,O2,5.1,5.1,II,1kg,,E2,P002 IBC08,MP2,B4,T3,SGAV,TP33,TU3,AT,2 (E),V11,VC1 VC2 AP6 AP7,CV24,,50
2722,,LITHIUM NITRATE,,硝酸锂,,O2,5.1,5.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2723,,MAGNESIUM CHLORATE,,氯酸镁,,O2,5.1,5.1,II,1kg,,E2,P002 IBC08,MP2,B4,T3,SGAV,TP33,TU3,AT,2 (E),V11,VC1 VC2 AP6 AP7,CV24,,50
2724,,MANGANESE NITRATE,,硝酸锰,,O2,5.1,5.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2725,,NICKEL NITRATE,,硝酸镍,,O2,5.1,5.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2726,,NICKEL NITRITE,,亚硝酸镍,,O2,5.1,5.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2727,,THALLIUM NITRATE,,硝酸铊,,TO2,6.1,6.1+5.1,II,500g,,E4,P002 IBC06,MP10,,T3,SGAH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,65
2728,,ZIRCONIUM NITRATE,,硝酸锆,,O2,5.1,5.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
2729,,HEXACHLOROB-ENZENE,,六氯苯,,T2,6.1,6.1,III,5kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2730,,"NITROANISOLES, LIQUID",,"硝基茴香醚类,液体的",,T1,6.1,6.1,III,5L,279,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2732,,"NITROBROMOBENZENES, LIQUID",,"硝基溴苯类,液体的",,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2733,a,"AMINES, FLAMMABLE, CORROSIVE, N.O.S.",,"胺类,易燃的,腐蚀的,未另作规定的",,FC,3,3+8,I,0,274 544,E0,P001,MP7 MP17,,T14,L10CH,TP1 TP27,TU14 TE21,FL,1 (C/E),,,,S2 S20,338
2733,b,"POLYAMINES, FLAMMABLE, CORROSIVE, N.O.S.",,"聚胺类,易燃的,腐蚀的,未另作规定的",,FC,3,3+8,I,0,274 544,E0,P001,MP7 MP17,,T14,L10CH,TP1 TP27,TU14 TE21,FL,1 (C/E),,,,S2 S20,338
2733,c,"AMINES, FLAMMABLE, CORROSIVE, N.O.S.",,"胺类,易燃的,腐蚀的",,FC,3,3+8,II,1L,274 544,E2,P001 IBC02,MP19,,T11,L4BH,TP1 TP27,,FL,2 (D/E),,,,S2 S20,338
2733,d,"POLYAMINES, FLAMMABLE, CORROSIVE, N.O.S.",,"聚胺类,易燃的,腐蚀的,未另作规定的",,FC,3,3+8,II,1L,274 544,E2,P001 IBC02,MP19,,T11,L4BH,TP1 TP27,,FL,2 (D/E),,,,S2 S20,338
2733,e,"AMINES, FLAMMABLE, CORROSIVE, N.O.S.",,"胺类,易燃的,腐蚀的",,FC,3,3+8,III,5L,274 544,E1,P001 IBC03 R001,MP19,,T7,L4BN,TP1 TP28,,FL,3 (D/E),V12,,,S2,38
2733,f,"POLYAMINES, FLAMMABLE, CORROSIVE, N.O.S.",,"聚胺类,易燃的,腐蚀的,未另作规定的",,FC,3,3+8,III,5L,274 544,E1,P001 IBC03 R001,MP19,,T7,L4BN,TP1 TP28,,FL,3 (D/E),V12,,,S2,38
2734,a,"AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.",,"胺类,液体的,腐蚀的,易燃的",,CF1,8,8+3,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,FL,1 (D/E),,,,S2 S14,883
2734,b,"POLYAMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.",,"聚胺类,液体的,腐蚀的,易燃的",,CF1,8,8+3,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,FL,1 (D/E),,,,S2 S14,883
2734,c,"AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.",,"胺类,液体的,腐蚀的,易燃的",,CF1,8,8+3,II,1L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,,FL,2 (D/E),,,,S2,83
2734,d,"POLYAMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.",,"聚胺类,液体的,腐蚀的,易燃的",,CF1,8,8+3,II,1L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,,FL,2 (D/E),,,,S2,83
2735,a,"AMINES, LIQUID, CORROSIVE, N.O.S.",,"聚胺类,液体的,腐蚀的,未另作规定的",,C7,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
