unid,var,nameJTT_EN,qdtJTT_EN,nameJTT_ZH,qdtJTT_ZH,ccodeJTT,classJTT,labelJTT,pgJTT,lqJTT,sprovJTT,eqJTT,piJTT,mixpJTT,ppJTT,tiJTT,adrtJTT,tpJTT,adrtpJTT,tankvJTT,tcatJTT,pprovJTT,bprovJTT,lprovJTT,oprovJTT,hintJTT
2994,c,"ARSENICAL PESTICIDE, LIQUID,TOXIC",,"含砷农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2995,a,"ORGANOCHLORINE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"有机氯农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
2995,b,"ORGANOCHLORINE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"有机氯农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
2995,c,"ORGANOCHLORINE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"有机氯农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
2996,a,"ORGANOCHLORINE PESTICIDE, LIQUID,TOXIC",,"有机氯农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
2996,b,"ORGANOCHLORINE PESTICIDE, LIQUID,TOXIC",,"有机氯农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2996,c,"ORGANOCHLORINE PESTICIDE, LIQUID,TOXIC",,"有机氯农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2997,a,"TRIAZINE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"三嗪农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
2997,b,"TRIAZINE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"三嗪农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
2997,c,"TRIAZINE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"三嗪农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
2998,a,"TRIAZINE PESTICIDE, LIQUID,TOXIC",,"三嗪农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
2998,b,"TRIAZINE PESTICIDE, LIQUID,TOXIC",,"三嗪农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2998,c,"TRIAZINE PESTICIDE, LIQUID,TOXIC",,"三嗪农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3005,a,"THIOCARBAMATE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"硫代氨基甲酸酯农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
3005,b,"THIOCARBAMATE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"硫代氨基甲酸酯农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
3005,c,"THIOCARBAMATE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"硫代氨基甲酸酯农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
3006,a,"THIOCARBAMATE PESTICIDE, LIQUID,TOXIC",,"硫代氨基甲酸酯农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3006,b,"THIOCARBAMATE PESTICIDE, LIQUID,TOXIC",,"硫代氨基甲酸酯农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3006,c,"THIOCARBAMATE PESTICIDE, LIQUID,TOXIC",,"硫代氨基甲酸酯农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3009,a,"COPPER BASED PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"铜基农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
3009,b,"COPPER BASED PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"铜基农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
3009,c,"COPPER BASED PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"铜基农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
3010,a,"COPPER BASED PESTICIDE, LIQUID,TOXIC",,"铜基农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3010,b,"COPPER BASED PESTICIDE, LIQUID,TOXIC",,"铜基农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3010,c,"COPPER BASED PESTICIDE, LIQUID,TOXIC",,"铜基农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3011,a,"MERCURY BASED PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"汞基农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
3011,b,"MERCURY BASED PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"汞基农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
3011,c,"MERCURY BASED PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"汞基农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
3012,a,"MERCURY BASED PESTICIDE, LIQUID,TOXIC",,"汞基农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3012,b,"MERCURY BASED PESTICIDE, LIQUID,TOXIC",,"汞基农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3012,c,"MERCURY BASED PESTICIDE, LIQUID,TOXIC",,"汞基农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3013,a,"SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"取代硝基苯酚农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
3013,b,"SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"取代硝基苯酚农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
3013,c,"SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"取代硝基苯酚农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
3014,a,"SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID,TOXIC",,"取代硝基苯酚农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3014,b,"SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID,TOXIC",,"取代硝基苯酚农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3014,c,"SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID,TOXIC",,"取代硝基苯酚农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3015,a,"BIPYRIDILIUM PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"联吡啶农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
3015,b,"BIPYRIDILIUM PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"联吡啶农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
3015,c,"BIPYRIDILIUM PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"联吡啶农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
3016,a,"BIPYRIDILIUM PESTICIDE, LIQUID,TOXIC",,"联吡啶农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3016,b,"BIPYRIDILIUM PESTICIDE, LIQUID,TOXIC",,"联吡啶农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3016,c,"BIPYRIDILIUM PESTICIDE, LIQUID,TOXIC",,"联吡啶农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3017,a,"ORGANOPHOSPHORUS PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"有机磷农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
3017,b,"ORGANOPHOSPHORUS PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"有机磷农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
3017,c,"ORGANOPHOSPHORUS PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"有机磷农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
3018,a,"ORGANOPHOSPHORUS PESTICIDE, LIQUID,TOXIC",,"有机磷农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3018,b,"ORGANOPHOSPHORUS PESTICIDE, LIQUID,TOXIC",,"有机磷农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3018,c,"ORGANOPHOSPHORUS PESTICIDE, LIQUID,TOXIC",,"有机磷农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3019,a,"ORGANOTIN PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"有机锡农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
3019,b,"ORGANOTIN PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"有机锡农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
3019,c,"ORGANOTIN PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,"有机锡农药,液体的,有毒的,易燃的",闪点不低于23°C,TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
3020,a,"ORGANOTIN PESTICIDE, LIQUID,TOXIC",,"有机锡农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3020,b,"ORGANOTIN PESTICIDE, LIQUID,TOXIC",,"有机锡农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3020,c,"ORGANOTIN PESTICIDE, LIQUID,TOXIC",,"有机锡农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3021,a,"PESTICIDE, LIQUID, FLAMMABLE, TOXIC,N.O.S.",flash-point less than 23°C,"农药,液体的,易燃的,有毒的","未另作规定的,闪点低于23°C",FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
3021,b,"PESTICIDE, LIQUID, FLAMMABLE, TOXIC,N.O.S.",flash-point less than 23°C,"农药,液体的,易燃的,有毒的","未另作规定的,闪点低于23°C",FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
3022,,"1,2-BUTYLENE OXIDE, STABILIZED",,"1,2-环氧丁烷,稳定的",,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,339
3023,,2-METHYL-2-HEPTANETHIOL,,甲基-2-庚硫醇,,TF1,6.1,6.1+3,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2 TP35,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2 S9 S14,663
3024,a,"COUMARIN DERIVATIVE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"香豆素衍生物农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
3024,b,"COUMARIN DERIVATIVE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"香豆素衍生物农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
3025,a,"COUMARIN DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,香豆素衍生物农药,"液体的,有毒的,易燃的,闪点不低于23°C",TF2,6.1,6.1+3,I,0,61 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/E),,,CV1 CV13 CV28,S2 S9 S14,663
3025,b,"COUMARIN DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,香豆素衍生物农药,"液体的,有毒的,易燃的,闪点不低于23°C",TF2,6.1,6.1+3,II,100mL,61 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
3025,c,"COUMARIN DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE",flash-point not less than 23°C,香豆素衍生物农药,"液体的,有毒的,易燃的,闪点不低于23°C",TF2,6.1,6.1+3,III,5L,61 274,E1,P001 IBC03 R001,MP19,,T7,L4BH,TP1 TP28,TU15 TE19,FL,2 (D/E),V12,,CV13 CV28,S2 S9,63
3026,a,"COUMARIN DERIVATIVE PESTICIDE, LIQUID,TOXIC",,"香豆素衍生物农药,液体的,有毒的",,T6,6.1,6.1,I,0,61 274 648,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3026,b,"COUMARIN DERIVATIVE PESTICIDE, LIQUID,TOXIC",,"香豆素衍生物农药,液体的,有毒的",,T6,6.1,6.1,II,100mL,61 274 648,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3026,c,"COUMARIN DERIVATIVE PESTICIDE, LIQUID,TOXIC",,"香豆素衍生物农药,液体的,有毒的",,T6,6.1,6.1,III,5L,61 274 648,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP1 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3027,a,"COUMARIN DERIVATIVE PESTICIDE, SOLID,TOXIC",,"香豆素衍生物农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
3027,b,"COUMARIN DERIVATIVE PESTICIDE, SOLID,TOXIC",,"香豆素衍生物农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
3027,c,"COUMARIN DERIVATIVE PESTICIDE, SOLID,TOXIC",,"香豆素衍生物农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
3028,a,"BATTERIES, DRY, CONTAINING POTASSIUM HYDROXIDE SOLID",electric storage,"蓄电池,干的,含固体氢氧化钾",蓄存电的,C11,8,8,,2kg,295 304 598,E0,P801,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
3028,b,"BATTERIES, DRY, CONTAINING POTASSIUM HYDROXIDE SOLID",electric storage,"蓄电池,干的,含固体氢氧化钾",蓄存电的,C11,8,8,,2kg,295 304 598,E0,P801a,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
3048,,ALUMINIUM PHOSPHIDE PESTICIDE,,磷化铝农药,,T7,6.1,6.1,I,0,153 648,E0,P002 IBC07,MP18,,T6,S10AH,TP33,TU15 TE19,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,642
3054,,CYCLOHEXYL MERCAPTAN,,环己硫醇,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
3055,,2-(2-AMINOETHOXY) ETHANOL,,2-(2-氨基乙氧基)乙醇,,C7,8,8,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
3056,,n-HEPTALDEHYDE,,庚醛,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
3057,,TRIFLUOROACETYL CHLORIDE,,三氟乙酰氯,,2TC,2,2.3+8,,0,,E0,P200,MP9,,T50,PxBH(M),TP21,TA4 TT9,AT,1 (C/D),,,CV9 CV10 CV36,S14,268
3064,,"NITROGLYCERIN, SOLUTION IN ALCOHOL",with more than 1% but not more than 5% nitroglycerin,硝化甘油酒精溶液,"含硝化甘油大于1%,但不大于5%",D,3,3,II,0,359,E0,P300,MP2,,,,,,,2 (B),,,,S2 S14,
3065,a,ALCOHOLIC BEVERAGES,with more than 70% alcohol by volume,酒精饮料,按体积含酒精在70%以上,F1,3,3,II,5L,,E2,P001 IBC02 R001,MP19,PP2,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
3065,b,ALCOHOLIC BEVERAGES,with more than 24% but not more than 70% alcohol by volume,酒精饮料,按体积含酒精超过24%但不超过70%,F1,3,3,III,5L,144 145 247,E1,P001 IBC03 R001,MP19,PP2,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
3066,a,PAINT,"(including paint,lacquer, enamel,stain, shellac, varnish, polish,liquid filler and liquid lacquer base) or PAINT RELATED MATERIAL (including paint thinning and reducing compound)",涂料,(包括油漆、真漆、瓷漆、着色剂、紫胶、清漆、虫胶清漆、液体填料和液体真漆基料)或涂料相关材料(包括涂料稀释剂或调稀剂),C9,8,8,II,1L,163 367,E2,P001 IBC02,MP15,,T7,L4BN,TP2 TP28,,AT,2 (E),,,,,80
3066,b,PAINT,"(including paint,lacquer, enamel,stain, shellac, varnish, polish,liquid filler and liquid lacquer base) or PAINT RELATED MATERIAL (including paint thinning and reducing compound)",涂料,(包括油漆、真漆、瓷漆、着色剂、紫胶、清漆、虫胶清漆、液体填料和液体真漆基料)或涂料相关材料(包括涂料稀释剂或调稀剂),C9,8,8,III,5L,163 367,E1,P001 IBC03 R001,MP19,,T4,L4BN,TP1 TP29,,AT,3 (E),V12,,,,80
3070,,ETHYLENE OXIDE AND DICHLORODIFL-UOROMETHANE MIXTURE,with not more than 12. 5% ethylene oxide,环氧乙烷(氧化乙烯)和二氯二氟甲烷混合物,含环氧乙烷(氧化乙烯)不超过12.5%,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
